shipment_id,order_id,warehouse_id,shipment_date,delivery_date,carrier,status
SHP0040979,ORD0016343,WH008,2025-07-24,2025-07-28,BlueDart,Delivered
SHP0040980,ORD0012136,WH005,2025-07-06,2025-07-08,BlueDart,Delivered
SHP0040981,ORD0028721,WH005,2026-02-09,2026-02-13,DTDC,Delivered
SHP0040982,ORD0022517,WH009,2025-10-02,2025-10-03,Ecom Express,Delivered
SHP0040983,ORD0022486,WH004,2026-07-13,2026-07-19,DTDC,In Transit
SHP0040984,ORD0006350,WH008,2026-06-28,2026-07-01,BlueDart,Delivered
SHP0040985,ORD0032413,WH002,2025-08-27,2025-08-28,XpressBees,Delivered
SHP0040986,ORD0027319,WH003,2025-08-02,2025-08-04,Delhivery,Delivered
SHP0040987,ORD0009731,WH001,2026-05-02,2026-05-09,Ecom Express,Delivered
SHP0040988,ORD0029942,WH001,2025-03-14,2025-03-19,XpressBees,Delivered
SHP0040989,ORD0006221,WH006,2026-05-16,2026-05-20,XpressBees,Delivered
SHP0040990,ORD0042519,WH002,2025-11-24,2025-11-30,DTDC,In Transit
SHP0040991,ORD0016979,WH009,2026-04-16,2026-04-23,BlueDart,Delivered
SHP0040992,ORD0013785,WH005,2025-09-29,2025-09-30,Delhivery,In Transit
SHP0040993,ORD0049981,WH002,2025-12-22,2025-12-27,BlueDart,Delivered
SHP0040994,ORD0004729,WH009,2025-06-12,2025-06-13,Ecom Express,Delivered
SHP0040995,ORD0030343,WH007,2026-08-23,2026-08-31,DTDC,Delivered
SHP0040996,ORD0045818,WH005,2026-06-25,2026-06-29,DTDC,Delivered
SHP0040997,ORD0018984,WH005,2025-03-02,2025-03-10,DTDC,Delivered
SHP0040998,ORD0042275,WH008,2025-06-13,2025-06-19,Ecom Express,Delivered
SHP0040999,ORD0024729,WH009,2025-02-12,2025-02-17,DTDC,In Transit
SHP0041000,ORD0013877,WH008,2025-11-19,2025-11-21,BlueDart,Delivered
SHP0041001,ORD0033284,WH002,2026-06-01,2026-06-04,Ecom Express,Delivered
SHP0041002,ORD0049783,WH002,2025-12-26,2026-01-03,Delhivery,Delivered
SHP0041003,ORD0049142,WH001,2025-11-09,2025-11-17,XpressBees,Delivered
SHP0041004,ORD0000684,WH001,2025-09-04,2025-09-07,BlueDart,Delivered
SHP0041005,ORD0029279,WH002,2026-07-11,2026-07-14,DTDC,Delivered
SHP0041006,ORD0012024,WH003,2025-07-18,2025-07-24,BlueDart,Delivered
SHP0041007,ORD0029410,WH001,2026-08-15,2026-08-18,Ecom Express,Delivered
SHP0041008,ORD0032614,WH008,2025-01-29,2025-02-04,DTDC,Delivered
SHP0041009,ORD0048473,WH002,2026-08-08,2026-08-15,DTDC,In Transit
SHP0041010,ORD0002738,WH001,2025-11-25,2025-11-30,BlueDart,In Transit
SHP0041011,ORD0020573,WH010,2026-05-26,2026-05-31,BlueDart,Delivered
SHP0041012,ORD0007812,WH002,2025-05-27,2025-05-30,Ecom Express,Delivered
SHP0041013,ORD0047640,WH003,2025-07-06,2025-07-08,Ecom Express,Delivered
SHP0041014,ORD0046347,WH009,2025-11-22,2025-11-28,DTDC,Delivered
SHP0041015,ORD0019231,WH005,2026-07-19,2026-07-23,Ecom Express,Delivered
SHP0041016,ORD0016842,WH002,2025-05-09,2025-05-12,DTDC,Delivered
SHP0041017,ORD0024451,WH005,2026-08-07,2026-08-11,BlueDart,Delivered
SHP0041018,ORD0022086,WH007,2026-04-16,2026-04-22,DTDC,In Transit
SHP0041019,ORD0033584,WH004,2025-04-06,2025-04-10,DTDC,Delivered
SHP0041020,ORD0048683,WH002,2025-05-24,2025-06-01,DTDC,Delivered
SHP0041021,ORD0000302,WH003,2025-08-25,2025-08-26,XpressBees,Delivered
SHP0041022,ORD0003287,WH006,2025-06-12,2025-06-17,Delhivery,Delivered
SHP0041023,ORD0000938,WH005,2025-09-11,2025-09-17,Ecom Express,Delivered
SHP0041024,ORD0003061,WH001,2026-01-06,2026-01-07,XpressBees,Delivered
SHP0041025,ORD0044927,WH004,2025-03-11,2025-03-19,DTDC,Delivered
SHP0041026,ORD0008793,WH007,2026-08-27,2026-08-30,BlueDart,Delivered
SHP0041027,ORD0033847,WH001,2025-11-12,2025-11-14,BlueDart,Delivered
SHP0041028,ORD0003275,WH002,2026-01-29,2026-01-31,Delhivery,Delivered
SHP0041029,ORD0014557,WH001,2025-05-26,2025-06-03,XpressBees,In Transit
SHP0041030,ORD0000108,WH005,2026-08-25,2026-08-26,Delhivery,In Transit
SHP0041031,ORD0022214,WH001,2025-07-28,2025-07-29,Delhivery,Delivered
SHP0041032,ORD0041906,WH003,2026-07-26,2026-08-02,Ecom Express,In Transit
SHP0041033,ORD0046700,WH005,2026-08-10,2026-08-17,XpressBees,In Transit
SHP0041034,ORD0003292,WH010,2026-05-19,2026-05-26,Delhivery,Delivered
SHP0041035,ORD0009314,WH005,2026-07-31,2026-08-04,XpressBees,Delivered
SHP0041036,ORD0030872,WH005,2026-06-17,2026-06-25,DTDC,Delayed
SHP0041037,ORD0017410,WH001,2026-05-27,2026-06-04,DTDC,Delivered
SHP0041038,ORD0048458,WH009,2026-01-04,2026-01-09,BlueDart,Delivered
SHP0041039,ORD0043267,WH004,2026-07-06,2026-07-13,XpressBees,Delivered
SHP0041040,ORD0003202,WH010,2025-03-30,2025-04-02,Delhivery,Delayed
SHP0041041,ORD0043694,WH004,2026-07-19,2026-07-25,DTDC,Delivered
SHP0041042,ORD0021952,WH002,2025-12-10,2025-12-13,Delhivery,Delivered
SHP0041043,ORD0011689,WH008,2025-11-16,2025-11-22,BlueDart,In Transit
SHP0041044,ORD0034823,WH006,2026-01-26,2026-01-30,Delhivery,Delivered
SHP0041045,ORD0000772,WH001,2026-04-06,2026-04-10,Ecom Express,Delivered
SHP0041046,ORD0004282,WH004,2025-01-06,2025-01-09,DTDC,In Transit
SHP0041047,ORD0011876,WH004,2025-06-15,2025-06-21,Ecom Express,Delivered
SHP0041048,ORD0040295,WH006,2026-06-29,2026-07-03,Delhivery,In Transit
SHP0041049,ORD0010308,WH002,2025-07-29,2025-08-05,BlueDart,Delivered
SHP0041050,ORD0035865,WH001,2025-08-15,2025-08-16,DTDC,In Transit
SHP0041051,ORD0044630,WH007,2026-04-30,2026-05-08,XpressBees,Delivered
SHP0041052,ORD0045550,WH010,2026-06-04,2026-06-08,Delhivery,Delivered
SHP0041053,ORD0005464,WH004,2025-07-03,2025-07-07,DTDC,Delivered
SHP0041054,ORD0045500,WH002,2026-07-29,2026-08-01,BlueDart,Delivered
SHP0041055,ORD0037946,WH008,2026-08-18,2026-08-21,XpressBees,Delivered
SHP0041056,ORD0033297,WH002,2025-04-15,2025-04-23,Delhivery,Delivered
SHP0041057,ORD0016737,WH008,2025-07-15,2025-07-19,Delhivery,Delivered
SHP0041058,ORD0020306,WH002,2025-02-27,2025-03-07,Ecom Express,Delivered
SHP0041059,ORD0045254,WH008,2026-01-10,2026-01-13,Ecom Express,Delivered
SHP0041060,ORD0000279,WH007,2026-02-10,2026-02-14,Ecom Express,Delivered
SHP0041061,ORD0043482,WH008,2025-09-18,2025-09-20,Delhivery,Delivered
SHP0041062,ORD0000084,WH002,2026-08-13,2026-08-14,Delhivery,Delivered
SHP0041063,ORD0044138,WH002,2025-09-26,2025-09-30,Delhivery,Delivered
SHP0041064,ORD0020856,WH003,2026-02-08,2026-02-10,DTDC,Delivered
SHP0041065,ORD0026098,WH008,2026-07-28,2026-07-30,BlueDart,Delivered
SHP0041066,ORD0042223,WH007,2025-09-11,2025-09-14,Ecom Express,Delivered
SHP0041067,ORD0031410,WH005,2025-12-15,2025-12-21,Delhivery,Delivered
SHP0041068,ORD0005217,WH002,2026-01-06,2026-01-13,DTDC,Delivered
SHP0041069,ORD0038423,WH006,2025-04-02,2025-04-05,BlueDart,Delayed
SHP0041070,ORD0045712,WH007,2026-08-27,2026-08-29,BlueDart,Delivered
SHP0041071,ORD0043463,WH006,2025-02-13,2025-02-19,XpressBees,Delivered
SHP0041072,ORD0017721,WH006,2026-06-25,2026-07-03,XpressBees,In Transit
SHP0041073,ORD0001320,WH003,2025-02-07,2025-02-14,XpressBees,Delivered
SHP0041074,ORD0039585,WH009,2025-09-18,2025-09-23,Delhivery,Delivered
SHP0041075,ORD0010588,WH007,2026-04-20,2026-04-27,XpressBees,Delivered
SHP0041076,ORD0000356,WH002,2026-01-07,2026-01-15,BlueDart,In Transit
SHP0041077,ORD0002778,WH010,2025-12-18,2025-12-21,DTDC,In Transit
SHP0041078,ORD0041026,WH005,2025-04-28,2025-04-30,Ecom Express,Delivered
SHP0041079,ORD0000640,WH003,2026-05-05,2026-05-12,BlueDart,Delivered
SHP0041080,ORD0047231,WH002,2026-04-18,2026-04-26,XpressBees,Delivered
SHP0041081,ORD0015387,WH010,2025-04-01,2025-04-03,DTDC,Delivered
SHP0041082,ORD0047844,WH010,2025-10-19,2025-10-26,DTDC,Delivered
SHP0041083,ORD0045396,WH007,2025-03-24,2025-03-26,Ecom Express,Delayed
SHP0041084,ORD0045222,WH004,2026-04-01,2026-04-05,XpressBees,In Transit
SHP0041085,ORD0009747,WH004,2026-08-08,2026-08-12,XpressBees,In Transit
SHP0041086,ORD0038533,WH005,2025-08-28,2025-09-05,XpressBees,In Transit
SHP0041087,ORD0038466,WH010,2026-04-05,2026-04-06,Delhivery,In Transit
SHP0041088,ORD0045631,WH004,2025-08-30,2025-09-03,XpressBees,Delivered
SHP0041089,ORD0040258,WH005,2026-05-06,2026-05-09,Ecom Express,Delayed
SHP0041090,ORD0039130,WH005,2026-07-25,2026-08-01,XpressBees,In Transit
SHP0041091,ORD0004377,WH003,2025-01-07,2025-01-08,Delhivery,Delivered
SHP0041092,ORD0033240,WH009,2025-05-20,2025-05-22,Ecom Express,Delivered
SHP0041093,ORD0002037,WH002,2026-03-07,2026-03-15,BlueDart,In Transit
SHP0041094,ORD0019939,WH005,2026-01-04,2026-01-08,Delhivery,Delivered
SHP0041095,ORD0014525,WH007,2026-04-06,2026-04-11,XpressBees,Delayed
SHP0041096,ORD0015828,WH001,2026-05-05,2026-05-11,BlueDart,Delayed
SHP0041097,ORD0049899,WH002,2025-04-18,2025-04-26,Delhivery,Delivered
SHP0041098,ORD0028224,WH002,2025-02-04,2025-02-11,XpressBees,In Transit
SHP0041099,ORD0049444,WH004,2026-01-11,2026-01-16,DTDC,Delivered
SHP0041100,ORD0007371,WH009,2025-02-01,2025-02-06,BlueDart,Delivered
SHP0041101,ORD0026543,WH005,2026-07-30,2026-08-01,XpressBees,Delivered
SHP0041102,ORD0024283,WH001,2026-03-01,2026-03-04,XpressBees,Delivered
SHP0041103,ORD0032144,WH008,2025-10-04,2025-10-11,Delhivery,Delivered
SHP0041104,ORD0003051,WH009,2025-12-22,2025-12-28,DTDC,Delivered
SHP0041105,ORD0003970,WH009,2025-05-18,2025-05-24,XpressBees,In Transit
SHP0041106,ORD0009566,WH003,2026-02-19,2026-02-21,BlueDart,Delivered
SHP0041107,ORD0006111,WH006,2025-01-20,2025-01-24,Delhivery,Delivered
SHP0041108,ORD0049667,WH003,2026-02-06,2026-02-08,BlueDart,Delivered
SHP0041109,ORD0018838,WH004,2025-12-07,2025-12-12,BlueDart,Delivered
SHP0041110,ORD0008387,WH001,2026-08-06,2026-08-14,BlueDart,Delivered
SHP0041111,ORD0019814,WH001,2026-07-04,2026-07-08,DTDC,Delivered
SHP0041112,ORD0029466,WH006,2025-02-08,2025-02-14,DTDC,Delivered
SHP0041113,ORD0007114,WH007,2025-03-12,2025-03-19,Delhivery,Delivered
SHP0041114,ORD0037408,WH007,2025-07-08,2025-07-14,BlueDart,Delayed
SHP0041115,ORD0000524,WH005,2026-02-06,2026-02-11,Ecom Express,Delivered
SHP0041116,ORD0017725,WH001,2025-08-15,2025-08-20,DTDC,Delivered
SHP0041117,ORD0034447,WH006,2025-10-01,2025-10-02,BlueDart,Delivered
SHP0041118,ORD0017154,WH007,2026-06-12,2026-06-16,XpressBees,Delivered
SHP0041119,ORD0035752,WH005,2026-07-09,2026-07-11,DTDC,Delivered
SHP0041120,ORD0014723,WH010,2025-11-20,2025-11-21,Ecom Express,Delivered
SHP0041121,ORD0002975,WH003,2026-05-01,2026-05-03,Ecom Express,Delivered
SHP0041122,ORD0004154,WH008,2025-01-07,2025-01-14,Delhivery,Delivered
SHP0041123,ORD0014435,WH007,2026-08-15,2026-08-22,XpressBees,Delivered
SHP0041124,ORD0007138,WH001,2025-10-16,2025-10-20,XpressBees,Delivered
SHP0041125,ORD0039434,WH003,2025-01-25,2025-01-27,BlueDart,Delivered
SHP0041126,ORD0014222,WH003,2025-08-03,2025-08-04,DTDC,Delivered
SHP0041127,ORD0022695,WH007,2026-04-05,2026-04-10,Delhivery,Delivered
SHP0041128,ORD0004681,WH006,2026-07-26,2026-08-02,Delhivery,Delivered
SHP0041129,ORD0033460,WH009,2026-07-14,2026-07-17,BlueDart,Delivered
SHP0041130,ORD0024658,WH005,2026-02-16,2026-02-22,BlueDart,Delivered
SHP0041131,ORD0000230,WH010,2025-12-04,2025-12-10,XpressBees,Delivered
SHP0041132,ORD0006613,WH005,2026-02-17,2026-02-20,Ecom Express,Delivered
SHP0041133,ORD0005499,WH005,2025-06-25,2025-06-27,DTDC,In Transit
SHP0041134,ORD0049081,WH003,2026-04-15,2026-04-17,XpressBees,Delivered
SHP0041135,ORD0012085,WH007,2025-09-21,2025-09-24,Ecom Express,Delivered
SHP0041136,ORD0044266,WH010,2026-02-18,2026-02-21,Delhivery,Delivered
SHP0041137,ORD0049425,WH006,2025-02-11,2025-02-15,DTDC,Delayed
SHP0041138,ORD0028044,WH007,2025-04-10,2025-04-16,Delhivery,Delivered
SHP0041139,ORD0026712,WH007,2025-04-19,2025-04-27,BlueDart,Delivered
SHP0041140,ORD0025189,WH003,2025-01-03,2025-01-07,Delhivery,Delivered
SHP0041141,ORD0030659,WH003,2026-04-22,2026-04-26,DTDC,Delivered
SHP0041142,ORD0004818,WH010,2025-09-12,2025-09-20,DTDC,Delayed
SHP0041143,ORD0006901,WH001,2025-11-06,2025-11-12,Delhivery,Delivered
SHP0041144,ORD0039049,WH007,2025-07-04,2025-07-06,Delhivery,Delivered
SHP0041145,ORD0048854,WH004,2025-06-08,2025-06-16,XpressBees,Delivered
SHP0041146,ORD0012418,WH001,2025-11-03,2025-11-06,Delhivery,Delivered
SHP0041147,ORD0047415,WH001,2025-04-09,2025-04-16,Ecom Express,Delivered
SHP0041148,ORD0027234,WH004,2026-03-30,2026-04-07,XpressBees,Delivered
SHP0041149,ORD0007362,WH010,2026-03-01,2026-03-05,Delhivery,Delivered
SHP0041150,ORD0007433,WH005,2025-12-10,2025-12-16,BlueDart,Delivered
SHP0041151,ORD0005252,WH004,2025-05-20,2025-05-23,XpressBees,In Transit
SHP0041152,ORD0008368,WH001,2025-03-19,2025-03-20,DTDC,In Transit
SHP0041153,ORD0015371,WH002,2026-03-13,2026-03-19,Ecom Express,Delivered
SHP0041154,ORD0008820,WH008,2026-04-26,2026-05-02,Delhivery,Delivered
SHP0041155,ORD0039385,WH004,2026-06-05,2026-06-06,Ecom Express,Delivered
SHP0041156,ORD0022493,WH002,2025-04-27,2025-05-02,Delhivery,Delivered
SHP0041157,ORD0019484,WH005,2026-06-11,2026-06-13,DTDC,Delivered
SHP0041158,ORD0044125,WH005,2025-12-23,2025-12-29,XpressBees,Delivered
SHP0041159,ORD0048979,WH005,2025-05-16,2025-05-18,Ecom Express,Delivered
SHP0041160,ORD0025981,WH002,2026-07-12,2026-07-18,Ecom Express,Delivered
SHP0041161,ORD0013228,WH001,2026-05-20,2026-05-21,XpressBees,Delivered
SHP0041162,ORD0036576,WH003,2025-02-21,2025-02-25,BlueDart,In Transit
SHP0041163,ORD0040632,WH008,2026-04-07,2026-04-10,BlueDart,Delivered
SHP0041164,ORD0003893,WH002,2026-06-24,2026-07-02,XpressBees,Delivered
SHP0041165,ORD0036761,WH006,2025-04-25,2025-04-29,XpressBees,Delivered
SHP0041166,ORD0031765,WH004,2025-08-15,2025-08-16,Ecom Express,Delivered
SHP0041167,ORD0022895,WH007,2025-04-13,2025-04-21,Delhivery,Delivered
SHP0041168,ORD0011401,WH007,2025-07-19,2025-07-25,Delhivery,Delivered
SHP0041169,ORD0041252,WH004,2026-01-29,2026-01-30,DTDC,In Transit
SHP0041170,ORD0041196,WH006,2025-03-17,2025-03-19,BlueDart,In Transit
SHP0041171,ORD0047039,WH003,2025-09-02,2025-09-06,Delhivery,Delivered
SHP0041172,ORD0042915,WH002,2025-07-16,2025-07-17,BlueDart,Delivered
SHP0041173,ORD0045512,WH009,2026-02-03,2026-02-06,Ecom Express,Delivered
SHP0041174,ORD0024096,WH005,2025-05-29,2025-06-01,Ecom Express,Delivered
SHP0041175,ORD0027857,WH001,2025-03-19,2025-03-23,DTDC,Delivered
SHP0041176,ORD0035281,WH004,2025-11-11,2025-11-18,BlueDart,Delivered
SHP0041177,ORD0019148,WH001,2026-03-26,2026-03-28,DTDC,Delivered
SHP0041178,ORD0043838,WH005,2026-03-27,2026-04-02,BlueDart,Delivered
SHP0041179,ORD0049548,WH002,2026-05-19,2026-05-24,Delhivery,Delivered
SHP0041180,ORD0041335,WH007,2026-03-04,2026-03-12,Ecom Express,Delivered
SHP0041181,ORD0015117,WH008,2025-05-28,2025-06-01,Ecom Express,Delivered
SHP0041182,ORD0008568,WH005,2025-11-09,2025-11-16,DTDC,Delayed
SHP0041183,ORD0002852,WH002,2025-04-12,2025-04-19,BlueDart,Delivered
SHP0041184,ORD0030271,WH009,2025-08-09,2025-08-10,DTDC,Delivered
SHP0041185,ORD0031018,WH003,2025-02-15,2025-02-21,Delhivery,Delivered
SHP0041186,ORD0008746,WH005,2026-01-15,2026-01-21,DTDC,Delivered
SHP0041187,ORD0044346,WH009,2025-08-13,2025-08-14,Ecom Express,Delivered
SHP0041188,ORD0000619,WH001,2026-01-10,2026-01-11,Ecom Express,Delivered
SHP0041189,ORD0019986,WH007,2026-05-03,2026-05-09,Ecom Express,Delivered
SHP0041190,ORD0015245,WH008,2025-12-01,2025-12-05,Ecom Express,Delivered
SHP0041191,ORD0022441,WH002,2026-06-01,2026-06-02,XpressBees,In Transit
SHP0041192,ORD0040743,WH007,2025-08-26,2025-08-30,Ecom Express,Delivered
SHP0041193,ORD0039062,WH001,2025-09-27,2025-09-30,Ecom Express,Delivered
SHP0041194,ORD0009951,WH010,2025-09-09,2025-09-17,XpressBees,In Transit
SHP0041195,ORD0002605,WH010,2025-07-14,2025-07-20,BlueDart,Delivered
SHP0041196,ORD0039186,WH008,2025-07-12,2025-07-20,Delhivery,Delivered
SHP0041197,ORD0031511,WH008,2025-07-11,2025-07-13,DTDC,In Transit
SHP0041198,ORD0027460,WH008,2025-12-03,2025-12-09,XpressBees,Delivered
SHP0041199,ORD0038667,WH006,2026-01-10,2026-01-11,DTDC,In Transit
SHP0041200,ORD0005005,WH010,2025-01-29,2025-02-03,BlueDart,Delivered
SHP0041201,ORD0036403,WH002,2026-04-19,2026-04-25,Ecom Express,Delivered
SHP0041202,ORD0016960,WH007,2026-06-10,2026-06-17,DTDC,Delivered
SHP0041203,ORD0021349,WH009,2025-09-04,2025-09-10,BlueDart,In Transit
SHP0041204,ORD0007380,WH007,2026-07-15,2026-07-23,BlueDart,Delivered
SHP0041205,ORD0025036,WH004,2026-08-09,2026-08-16,DTDC,Delivered
SHP0041206,ORD0044022,WH006,2026-08-26,2026-09-03,Ecom Express,Delivered
SHP0041207,ORD0022939,WH001,2026-03-12,2026-03-17,Delhivery,Delivered
SHP0041208,ORD0019519,WH009,2026-03-17,2026-03-21,DTDC,Delivered
SHP0041209,ORD0014456,WH010,2026-05-27,2026-05-28,Ecom Express,Delivered
SHP0041210,ORD0031303,WH004,2025-02-17,2025-02-25,Delhivery,Delivered
SHP0041211,ORD0012924,WH003,2026-03-09,2026-03-14,XpressBees,Delivered
SHP0041212,ORD0033277,WH001,2025-07-23,2025-07-25,BlueDart,Delivered
SHP0041213,ORD0022388,WH006,2025-08-25,2025-08-28,XpressBees,Delivered
SHP0041214,ORD0007256,WH010,2025-02-12,2025-02-14,XpressBees,Delivered
SHP0041215,ORD0024849,WH002,2026-03-21,2026-03-22,BlueDart,Delivered
SHP0041216,ORD0039595,WH008,2025-11-03,2025-11-08,DTDC,Delivered
SHP0041217,ORD0036834,WH007,2026-01-09,2026-01-17,BlueDart,Delivered
SHP0041218,ORD0048805,WH008,2025-08-26,2025-08-30,Delhivery,In Transit
SHP0041219,ORD0030257,WH006,2026-03-15,2026-03-17,Ecom Express,Delivered
SHP0041220,ORD0021896,WH007,2025-11-22,2025-11-25,Delhivery,Delivered
SHP0041221,ORD0012000,WH002,2025-04-23,2025-04-27,XpressBees,Delivered
SHP0041222,ORD0030368,WH007,2025-02-19,2025-02-26,Ecom Express,Delivered
SHP0041223,ORD0046642,WH002,2026-01-13,2026-01-18,XpressBees,In Transit
SHP0041224,ORD0037794,WH009,2025-06-18,2025-06-25,Delhivery,Delivered
SHP0041225,ORD0048069,WH007,2025-03-29,2025-04-06,DTDC,Delivered
SHP0041226,ORD0010184,WH001,2025-09-08,2025-09-10,XpressBees,Delivered
SHP0041227,ORD0030023,WH009,2025-12-01,2025-12-08,DTDC,Delivered
SHP0041228,ORD0035461,WH006,2025-09-17,2025-09-18,BlueDart,Delivered
SHP0041229,ORD0025728,WH003,2026-08-15,2026-08-21,Ecom Express,Delivered
SHP0041230,ORD0011868,WH005,2025-11-21,2025-11-23,BlueDart,In Transit
SHP0041231,ORD0026456,WH004,2026-07-10,2026-07-12,DTDC,Delivered
SHP0041232,ORD0049333,WH009,2026-03-12,2026-03-15,XpressBees,Delayed
SHP0041233,ORD0024267,WH003,2026-06-01,2026-06-04,Ecom Express,Delivered
SHP0041234,ORD0046010,WH005,2025-05-08,2025-05-10,BlueDart,Delivered
SHP0041235,ORD0028511,WH005,2026-06-13,2026-06-17,Delhivery,Delivered
SHP0041236,ORD0038210,WH008,2026-08-15,2026-08-19,XpressBees,In Transit
SHP0041237,ORD0037279,WH003,2025-12-20,2025-12-24,Ecom Express,Delivered
SHP0041238,ORD0036926,WH005,2025-10-23,2025-10-29,Ecom Express,Delivered
SHP0041239,ORD0020100,WH005,2025-03-14,2025-03-22,Ecom Express,Delivered
SHP0041240,ORD0001259,WH004,2025-10-12,2025-10-13,BlueDart,Delivered
SHP0041241,ORD0038127,WH009,2025-08-27,2025-08-31,XpressBees,Delivered
SHP0041242,ORD0029935,WH009,2026-02-10,2026-02-18,Ecom Express,Delivered
SHP0041243,ORD0045811,WH003,2025-01-28,2025-01-30,Delhivery,In Transit
SHP0041244,ORD0039357,WH003,2025-06-20,2025-06-24,DTDC,Delivered
SHP0041245,ORD0049721,WH010,2026-05-11,2026-05-18,DTDC,In Transit
SHP0041246,ORD0047313,WH001,2025-09-22,2025-09-29,BlueDart,Delivered
SHP0041247,ORD0008365,WH007,2026-04-09,2026-04-10,DTDC,Delayed
SHP0041248,ORD0047701,WH008,2025-09-29,2025-10-03,BlueDart,Delivered
SHP0041249,ORD0026914,WH001,2025-07-06,2025-07-07,Delhivery,In Transit
SHP0041250,ORD0023399,WH004,2025-06-17,2025-06-21,Delhivery,Delivered
SHP0041251,ORD0024385,WH009,2025-03-22,2025-03-24,DTDC,Delivered
SHP0041252,ORD0039812,WH006,2025-10-19,2025-10-24,DTDC,Delivered
SHP0041253,ORD0010005,WH006,2026-01-01,2026-01-08,DTDC,Delivered
SHP0041254,ORD0026848,WH009,2026-06-10,2026-06-17,DTDC,Delivered
SHP0041255,ORD0030366,WH010,2025-03-16,2025-03-21,Ecom Express,Delivered
SHP0041256,ORD0026420,WH001,2025-11-15,2025-11-20,DTDC,Delayed
SHP0041257,ORD0016200,WH009,2026-06-05,2026-06-12,Delhivery,Delivered
SHP0041258,ORD0007955,WH003,2025-10-20,2025-10-28,Ecom Express,Delivered
SHP0041259,ORD0018161,WH001,2025-08-02,2025-08-06,BlueDart,Delivered
SHP0041260,ORD0035989,WH001,2026-08-19,2026-08-21,XpressBees,Delivered
SHP0041261,ORD0029494,WH007,2025-07-28,2025-08-01,BlueDart,Delivered
SHP0041262,ORD0037115,WH008,2026-01-09,2026-01-15,BlueDart,In Transit
SHP0041263,ORD0045918,WH009,2026-05-23,2026-05-31,DTDC,In Transit
SHP0041264,ORD0048444,WH009,2026-01-23,2026-01-24,BlueDart,Delivered
SHP0041265,ORD0046093,WH003,2026-05-07,2026-05-13,DTDC,Delivered
SHP0041266,ORD0012721,WH003,2025-12-26,2025-12-31,DTDC,In Transit
SHP0041267,ORD0001878,WH003,2025-08-20,2025-08-27,DTDC,Delivered
SHP0041268,ORD0039102,WH007,2025-02-25,2025-03-04,BlueDart,In Transit
SHP0041269,ORD0042698,WH003,2025-07-17,2025-07-20,DTDC,Delivered
SHP0041270,ORD0013700,WH006,2026-07-30,2026-08-01,DTDC,Delivered
SHP0041271,ORD0014304,WH004,2026-07-19,2026-07-22,BlueDart,Delivered
SHP0041272,ORD0004053,WH006,2025-12-03,2025-12-10,DTDC,Delayed
SHP0041273,ORD0049821,WH005,2026-08-09,2026-08-11,DTDC,In Transit
SHP0041274,ORD0036584,WH008,2026-07-13,2026-07-14,BlueDart,Delivered
SHP0041275,ORD0029736,WH009,2025-11-26,2025-12-02,DTDC,Delayed
SHP0041276,ORD0041127,WH009,2025-12-22,2025-12-27,Delhivery,Delivered
SHP0041277,ORD0038934,WH007,2026-07-31,2026-08-01,BlueDart,In Transit
SHP0041278,ORD0033337,WH008,2025-11-06,2025-11-13,DTDC,Delivered
SHP0041279,ORD0004844,WH009,2025-01-19,2025-01-24,DTDC,Delivered
SHP0041280,ORD0006827,WH005,2025-03-30,2025-04-07,Delhivery,Delivered
SHP0041281,ORD0003031,WH008,2025-06-13,2025-06-16,XpressBees,Delivered
SHP0041282,ORD0018453,WH007,2025-09-26,2025-09-27,DTDC,Delivered
SHP0041283,ORD0020183,WH005,2026-08-03,2026-08-05,BlueDart,Delivered
SHP0041284,ORD0024904,WH002,2025-10-17,2025-10-21,DTDC,Delivered
SHP0041285,ORD0035955,WH009,2026-01-20,2026-01-27,BlueDart,Delivered
SHP0041286,ORD0022727,WH010,2025-09-24,2025-09-27,Ecom Express,Delivered
SHP0041287,ORD0019559,WH009,2025-08-14,2025-08-15,DTDC,Delivered
SHP0041288,ORD0008943,WH006,2026-07-25,2026-08-01,BlueDart,Delivered
SHP0041289,ORD0030239,WH004,2025-12-27,2025-12-31,Delhivery,Delivered
SHP0041290,ORD0006317,WH004,2025-11-01,2025-11-05,Delhivery,Delivered
SHP0041291,ORD0009916,WH009,2025-01-13,2025-01-19,Delhivery,Delivered
SHP0041292,ORD0043172,WH002,2026-02-14,2026-02-16,Ecom Express,In Transit
SHP0041293,ORD0000364,WH007,2025-09-13,2025-09-17,BlueDart,Delivered
SHP0041294,ORD0037009,WH009,2026-03-30,2026-04-02,Ecom Express,Delivered
SHP0041295,ORD0012754,WH003,2025-05-10,2025-05-14,Delhivery,Delivered
SHP0041296,ORD0021216,WH001,2026-01-08,2026-01-10,Delhivery,Delivered
SHP0041297,ORD0013146,WH001,2025-05-30,2025-06-07,Ecom Express,In Transit
SHP0041298,ORD0022249,WH001,2025-01-20,2025-01-28,XpressBees,Delivered
SHP0041299,ORD0024793,WH002,2026-06-18,2026-06-25,BlueDart,Delivered
SHP0041300,ORD0041252,WH010,2025-04-18,2025-04-25,Delhivery,Delivered
SHP0041301,ORD0013668,WH007,2026-07-22,2026-07-28,XpressBees,Delivered
SHP0041302,ORD0006554,WH005,2026-05-04,2026-05-06,Delhivery,Delivered
SHP0041303,ORD0039021,WH003,2026-03-26,2026-04-01,BlueDart,Delivered
