purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,status
PO0007039,SUP0082,WH001,2026-03-02,2026-03-12,2026-03-14,Cancelled
PO0007040,SUP0050,WH006,2026-07-28,2026-08-03,2026-08-04,Delivered
PO0007041,SUP0036,WH005,2025-03-18,2025-03-31,2025-04-03,Delivered
PO0007042,SUP0008,WH002,2026-07-18,2026-07-26,2026-07-26,Delivered
PO0007043,SUP0096,WH001,2025-02-21,2025-03-03,2025-03-06,Delivered
PO0007044,SUP0088,WH001,2026-03-25,2026-04-04,2026-04-04,Delivered
PO0007045,SUP0080,WH004,2025-03-26,2025-04-01,2025-04-04,Delivered
PO0007046,SUP0068,WH003,2025-09-24,2025-09-26,2025-09-29,Delivered
PO0007047,SUP0084,WH006,2025-08-23,2025-09-01,2025-09-03,Delivered
PO0007048,SUP0087,WH004,2026-01-20,2026-01-27,2026-01-27,Delivered
PO0007049,SUP0089,WH004,2026-02-11,2026-02-21,2026-02-22,Delivered
PO0007050,SUP0034,WH004,2025-09-10,2025-09-20,2025-09-20,Delivered
PO0007051,SUP0056,WH008,2025-08-25,2025-08-27,2025-08-27,Delivered
PO0007052,SUP0008,WH002,2026-01-17,2026-01-30,2026-02-01,Cancelled
PO0007053,SUP0021,WH004,2025-07-01,2025-07-07,2025-07-07,Delivered
PO0007054,SUP0088,WH006,2026-03-11,2026-03-21,2026-03-23,Delivered
PO0007055,SUP0012,WH003,2025-08-29,2025-09-09,2025-09-14,Delivered
PO0007056,SUP0060,WH006,2025-08-08,2025-08-17,2025-08-17,Delivered
PO0007057,SUP0084,WH008,2025-10-21,2025-11-02,2025-11-03,Delivered
PO0007058,SUP0030,WH001,2025-03-16,2025-03-25,2025-03-25,Delivered
PO0007059,SUP0019,WH004,2025-10-11,2025-10-25,2025-10-27,Delivered
PO0007060,SUP0020,WH002,2026-01-10,2026-01-21,2026-01-22,Delivered
PO0007061,SUP0029,WH006,2026-07-18,2026-07-30,2026-07-30,Delivered
PO0007062,SUP0080,WH001,2025-12-16,2025-12-24,2025-12-24,Delivered
PO0007063,SUP0054,WH003,2025-07-28,2025-08-01,2025-08-01,Delivered
PO0007064,SUP0011,WH007,2025-10-05,2025-10-08,2025-10-10,Delivered
PO0007065,SUP0088,WH003,2025-02-23,2025-03-05,2025-03-05,Delivered
PO0007066,SUP0046,WH006,2025-03-29,2025-04-08,2025-04-08,Delivered
PO0007067,SUP0086,WH005,2025-08-30,2025-09-12,2025-09-17,Delivered
PO0007068,SUP0079,WH010,2025-08-16,2025-08-29,2025-08-29,Delivered
PO0007069,SUP0059,WH001,2025-04-11,2025-04-20,2025-04-20,Delivered
PO0007070,SUP0003,WH001,2025-05-03,2025-05-07,2025-05-07,Delivered
PO0007071,SUP0051,WH003,2025-05-09,2025-05-13,2025-05-13,Delivered
PO0007072,SUP0061,WH005,2025-07-24,2025-08-07,2025-08-07,Delivered
PO0007073,SUP0047,WH010,2025-09-05,2025-09-18,2025-09-19,Delivered
PO0007074,SUP0087,WH009,2026-06-24,2026-07-08,2026-07-08,Delivered
PO0007075,SUP0029,WH001,2026-01-28,2026-01-30,2026-01-30,Delivered
PO0007076,SUP0098,WH009,2025-09-20,2025-10-03,2025-10-03,Delivered
PO0007077,SUP0042,WH001,2026-07-08,2026-07-10,2026-07-13,Delivered
PO0007078,SUP0025,WH001,2025-04-25,2025-05-01,2025-05-02,Delivered
PO0007079,SUP0015,WH006,2025-05-14,2025-05-25,2025-05-27,Delivered
PO0007080,SUP0045,WH005,2025-04-17,2025-05-01,2025-05-01,Delivered
PO0007081,SUP0069,WH006,2026-06-23,2026-07-03,2026-07-04,Delivered
PO0007082,SUP0087,WH008,2026-01-26,2026-02-08,2026-02-08,Delivered
PO0007083,SUP0038,WH007,2026-08-06,2026-08-08,2026-08-10,Delivered
PO0007084,SUP0021,WH002,2026-06-22,2026-07-04,2026-07-12,Delivered
PO0007085,SUP0057,WH007,2025-09-23,2025-10-05,2025-10-05,Delivered
PO0007086,SUP0096,WH008,2026-05-26,2026-05-30,2026-06-02,Delivered
PO0007087,SUP0094,WH008,2026-01-25,2026-01-27,2026-01-29,Delivered
PO0007088,SUP0027,WH010,2025-06-26,2025-07-08,2025-07-13,Delivered
PO0007089,SUP0016,WH005,2025-11-15,2025-11-26,2025-11-28,Delivered
PO0007090,SUP0084,WH006,2025-12-30,2026-01-09,2026-01-10,Delivered
PO0007091,SUP0037,WH008,2026-01-21,2026-01-24,2026-01-24,Delivered
PO0007092,SUP0090,WH005,2026-03-18,2026-03-29,2026-04-01,Delivered
PO0007093,SUP0095,WH003,2026-06-16,2026-06-28,2026-07-03,Delivered
PO0007094,SUP0060,WH001,2025-05-28,2025-06-07,2025-06-07,Delivered
PO0007095,SUP0097,WH007,2026-01-16,2026-01-28,2026-01-29,Delivered
PO0007096,SUP0001,WH007,2025-07-18,2025-07-20,2025-07-25,Delivered
PO0007097,SUP0051,WH003,2025-01-04,2025-01-06,2025-01-06,Delivered
PO0007098,SUP0096,WH010,2025-09-30,2025-10-10,2025-10-13,Delivered
PO0007099,SUP0077,WH008,2026-06-29,2026-07-08,2026-07-11,Delivered
PO0007100,SUP0076,WH005,2026-03-07,2026-03-11,2026-03-11,Delivered
PO0007101,SUP0100,WH003,2025-10-11,2025-10-13,2025-10-13,Delivered
PO0007102,SUP0036,WH007,2025-12-19,2025-12-24,2025-12-24,Delivered
PO0007103,SUP0033,WH002,2025-05-29,2025-06-06,2025-06-06,Delivered
PO0007104,SUP0036,WH002,2025-11-25,2025-12-07,2025-12-07,Delivered
PO0007105,SUP0047,WH010,2025-01-26,2025-02-07,2025-02-07,Delivered
PO0007106,SUP0047,WH010,2026-04-09,2026-04-17,2026-04-17,Delivered
PO0007107,SUP0019,WH002,2025-10-14,2025-10-25,2025-10-25,Delivered
PO0007108,SUP0063,WH009,2025-08-04,2025-08-15,2025-08-15,Delivered
PO0007109,SUP0083,WH004,2025-01-23,2025-02-05,2025-02-07,Cancelled
PO0007110,SUP0041,WH007,2025-10-23,2025-10-26,2025-10-26,Delivered
PO0007111,SUP0010,WH006,2026-06-09,2026-06-21,2026-06-24,Delivered
PO0007112,SUP0010,WH008,2026-08-15,2026-08-20,2026-08-20,Delivered
PO0007113,SUP0067,WH008,2026-07-09,2026-07-16,2026-07-16,Delivered
PO0007114,SUP0013,WH007,2025-09-12,2025-09-17,2025-09-17,Delivered
PO0007115,SUP0094,WH001,2025-11-01,2025-11-07,2025-11-12,Delivered
PO0007116,SUP0039,WH006,2026-07-26,2026-08-09,2026-08-09,Delivered
PO0007117,SUP0009,WH010,2025-05-25,2025-06-08,2025-06-08,Delivered
PO0007118,SUP0074,WH001,2025-02-04,2025-02-18,2025-02-18,Delivered
PO0007119,SUP0036,WH008,2025-03-29,2025-04-11,2025-04-11,Delivered
PO0007120,SUP0005,WH006,2025-01-03,2025-01-16,2025-01-16,Delivered
PO0007121,SUP0018,WH006,2025-09-12,2025-09-17,2025-09-17,Delivered
PO0007122,SUP0088,WH008,2025-03-10,2025-03-13,2025-03-13,Delivered
PO0007123,SUP0022,WH001,2025-06-27,2025-07-07,2025-07-07,Delivered
PO0007124,SUP0024,WH003,2025-03-28,2025-04-09,2025-04-11,Delivered
PO0007125,SUP0090,WH003,2025-10-23,2025-10-25,2025-10-25,Delivered
PO0007126,SUP0085,WH002,2026-06-16,2026-06-18,2026-06-19,Delivered
PO0007127,SUP0050,WH010,2026-03-11,2026-03-17,2026-03-19,Delivered
PO0007128,SUP0018,WH009,2025-09-01,2025-09-13,2025-09-13,Delivered
PO0007129,SUP0054,WH007,2025-03-07,2025-03-12,2025-03-12,Delivered
PO0007130,SUP0012,WH005,2026-01-07,2026-01-13,2026-01-15,Delivered
PO0007131,SUP0075,WH005,2025-12-06,2025-12-09,2025-12-10,Delivered
PO0007132,SUP0100,WH004,2025-08-29,2025-09-04,2025-09-09,Delivered
PO0007133,SUP0059,WH002,2025-04-16,2025-04-20,2025-04-20,Delivered
PO0007134,SUP0096,WH008,2025-09-26,2025-10-03,2025-10-03,Delivered
PO0007135,SUP0043,WH006,2026-04-13,2026-04-23,2026-04-23,Delivered
PO0007136,SUP0083,WH001,2025-09-21,2025-09-28,2025-09-29,Delivered
PO0007137,SUP0086,WH001,2025-06-13,2025-06-27,2025-06-27,Delivered
PO0007138,SUP0050,WH008,2025-01-16,2025-01-21,2025-01-21,Delivered
PO0007139,SUP0094,WH010,2026-01-15,2026-01-17,2026-01-17,Delivered
PO0007140,SUP0001,WH002,2026-08-12,2026-08-15,2026-08-16,Delivered
PO0007141,SUP0017,WH004,2026-05-10,2026-05-14,2026-05-14,Delivered
PO0007142,SUP0014,WH001,2025-11-03,2025-11-11,2025-11-11,Delivered
PO0007143,SUP0036,WH002,2025-04-07,2025-04-17,2025-04-17,Delivered
PO0007144,SUP0077,WH002,2025-03-19,2025-04-02,2025-04-02,Delivered
PO0007145,SUP0086,WH010,2025-12-01,2025-12-04,2025-12-04,Delivered
PO0007146,SUP0032,WH010,2025-01-19,2025-01-27,2025-01-28,Delivered
PO0007147,SUP0092,WH008,2025-08-08,2025-08-10,2025-08-10,Delivered
PO0007148,SUP0074,WH005,2025-03-04,2025-03-12,2025-03-13,Delivered
PO0007149,SUP0033,WH009,2025-03-18,2025-03-29,2025-03-29,Delivered
PO0007150,SUP0094,WH003,2026-07-03,2026-07-07,2026-07-07,Delivered
PO0007151,SUP0014,WH006,2025-03-26,2025-03-29,2025-03-29,Delivered
PO0007152,SUP0024,WH009,2025-11-08,2025-11-17,2025-11-17,Delivered
PO0007153,SUP0017,WH004,2026-01-25,2026-01-29,2026-02-03,Delivered
PO0007154,SUP0055,WH010,2026-07-30,2026-08-10,2026-08-13,Delivered
PO0007155,SUP0012,WH002,2025-05-17,2025-05-19,2025-05-19,Delivered
PO0007156,SUP0043,WH002,2026-04-09,2026-04-23,2026-04-24,Delivered
PO0007157,SUP0031,WH008,2025-07-05,2025-07-12,2025-07-12,Delivered
PO0007158,SUP0022,WH006,2026-02-08,2026-02-12,2026-02-12,Delivered
PO0007159,SUP0022,WH010,2026-08-12,2026-08-25,2026-08-25,Delivered
PO0007160,SUP0055,WH007,2025-03-17,2025-03-27,2025-03-30,Delivered
PO0007161,SUP0066,WH008,2026-05-27,2026-06-09,2026-06-12,Delivered
PO0007162,SUP0033,WH007,2026-07-27,2026-08-06,2026-08-06,Delivered
PO0007163,SUP0001,WH003,2025-04-02,2025-04-09,2025-04-09,Delivered
PO0007164,SUP0035,WH010,2025-02-25,2025-03-01,2025-03-02,Delivered
PO0007165,SUP0090,WH001,2026-04-28,2026-05-04,2026-05-04,Delivered
PO0007166,SUP0037,WH008,2025-12-29,2026-01-03,2026-01-03,Delivered
PO0007167,SUP0062,WH005,2025-05-07,2025-05-12,2025-05-12,Delivered
PO0007168,SUP0028,WH004,2025-07-16,2025-07-24,2025-07-25,Delivered
PO0007169,SUP0095,WH004,2025-01-03,2025-01-08,2025-01-10,Delivered
PO0007170,SUP0034,WH001,2025-12-10,2025-12-19,2025-12-19,Delivered
PO0007171,SUP0068,WH007,2025-02-04,2025-02-18,2025-02-19,Delivered
PO0007172,SUP0063,WH002,2026-08-10,2026-08-18,2026-08-19,Delivered
PO0007173,SUP0054,WH009,2025-09-17,2025-09-26,2025-09-26,Delivered
PO0007174,SUP0042,WH005,2025-11-19,2025-11-30,2025-12-01,Delivered
PO0007175,SUP0060,WH007,2025-01-31,2025-02-06,2025-02-09,Delivered
PO0007176,SUP0085,WH008,2026-08-26,2026-09-06,,In Transit
PO0007177,SUP0089,WH008,2026-05-13,2026-05-21,2026-05-23,Delivered
PO0007178,SUP0037,WH009,2025-06-06,2025-06-17,2025-06-17,Delivered
PO0007179,SUP0097,WH001,2025-07-20,2025-07-28,2025-07-29,Delivered
PO0007180,SUP0049,WH006,2026-04-28,2026-05-06,2026-05-06,Delivered
PO0007181,SUP0088,WH009,2025-02-11,2025-02-22,2025-02-22,Delivered
PO0007182,SUP0065,WH003,2026-04-18,2026-04-30,2026-04-30,Delivered
PO0007183,SUP0034,WH010,2025-09-11,2025-09-19,2025-09-20,Delivered
PO0007184,SUP0004,WH010,2026-08-14,2026-08-22,2026-08-23,Delivered
PO0007185,SUP0058,WH008,2025-12-03,2025-12-08,2025-12-08,Delivered
PO0007186,SUP0009,WH004,2025-06-03,2025-06-12,2025-06-12,Delivered
PO0007187,SUP0059,WH004,2026-07-17,2026-07-20,2026-07-21,Delivered
PO0007188,SUP0044,WH001,2025-04-28,2025-05-01,2025-05-02,Delivered
PO0007189,SUP0062,WH004,2025-04-16,2025-04-22,2025-04-22,Delivered
PO0007190,SUP0019,WH002,2026-01-10,2026-01-12,2026-01-12,Delivered
PO0007191,SUP0032,WH004,2025-09-11,2025-09-17,2025-09-17,Delivered
PO0007192,SUP0040,WH006,2025-07-15,2025-07-26,2025-08-03,Delivered
PO0007193,SUP0040,WH002,2025-06-15,2025-06-29,2025-06-29,Delivered
PO0007194,SUP0010,WH004,2026-05-26,2026-06-09,2026-06-10,Delivered
PO0007195,SUP0075,WH008,2026-05-31,2026-06-10,2026-06-10,Delivered
PO0007196,SUP0014,WH002,2026-08-25,2026-08-30,,In Transit
PO0007197,SUP0034,WH007,2025-03-28,2025-04-10,2025-04-13,Delivered
PO0007198,SUP0036,WH009,2025-10-23,2025-11-03,2025-11-11,Delivered
PO0007199,SUP0093,WH004,2026-07-22,2026-08-03,2026-08-03,Delivered
PO0007200,SUP0081,WH010,2025-10-22,2025-10-24,2025-10-24,Delivered
PO0007201,SUP0040,WH001,2026-02-04,2026-02-07,2026-02-10,Delivered
PO0007202,SUP0008,WH005,2026-01-24,2026-02-02,2026-02-02,Delivered
PO0007203,SUP0081,WH002,2025-03-17,2025-03-24,2025-03-24,Delivered
PO0007204,SUP0047,WH006,2025-11-17,2025-11-24,2025-11-26,Delivered
PO0007205,SUP0091,WH003,2026-04-22,2026-04-25,2026-04-25,Delivered
PO0007206,SUP0037,WH008,2026-02-02,2026-02-09,2026-02-11,Delivered
PO0007207,SUP0041,WH010,2025-09-27,2025-10-01,2025-10-01,Delivered
PO0007208,SUP0048,WH004,2025-07-13,2025-07-23,2025-07-24,Delivered
PO0007209,SUP0087,WH002,2025-02-27,2025-03-13,2025-03-15,Delivered
PO0007210,SUP0052,WH010,2025-02-04,2025-02-12,2025-02-14,Delivered
PO0007211,SUP0052,WH003,2025-05-08,2025-05-14,2025-05-19,Delivered
PO0007212,SUP0030,WH006,2025-08-11,2025-08-15,2025-08-15,Delivered
PO0007213,SUP0082,WH006,2026-08-18,2026-08-23,2026-08-23,Delivered
PO0007214,SUP0011,WH005,2026-07-05,2026-07-14,2026-07-16,Delivered
PO0007215,SUP0002,WH010,2025-04-14,2025-04-16,2025-04-21,Delivered
PO0007216,SUP0077,WH008,2026-08-15,2026-08-20,2026-08-22,Delivered
PO0007217,SUP0013,WH001,2026-03-29,2026-04-04,2026-04-04,Delivered
PO0007218,SUP0036,WH002,2025-11-07,2025-11-10,2025-11-10,Delivered
PO0007219,SUP0076,WH008,2026-08-08,2026-08-13,2026-08-14,Delivered
PO0007220,SUP0092,WH007,2025-06-13,2025-06-22,2025-06-22,Delivered
PO0007221,SUP0100,WH003,2025-12-01,2025-12-07,2025-12-12,Delivered
PO0007222,SUP0082,WH008,2025-07-21,2025-07-24,2025-07-24,Delivered
PO0007223,SUP0002,WH006,2025-04-04,2025-04-06,2025-04-07,Delivered
PO0007224,SUP0007,WH006,2025-06-02,2025-06-15,2025-06-17,Delivered
PO0007225,SUP0009,WH003,2025-02-10,2025-02-14,2025-02-14,Delivered
PO0007226,SUP0091,WH010,2026-02-07,2026-02-18,2026-02-21,Delivered
PO0007227,SUP0064,WH009,2025-09-07,2025-09-19,2025-09-19,Delivered
PO0007228,SUP0090,WH001,2026-04-27,2026-05-03,2026-05-03,Delivered
PO0007229,SUP0083,WH004,2025-06-29,2025-07-13,2025-07-13,Delivered
PO0007230,SUP0079,WH005,2026-08-22,2026-09-05,,In Transit
PO0007231,SUP0084,WH003,2025-12-15,2025-12-19,2025-12-19,Delivered
PO0007232,SUP0063,WH003,2025-12-17,2025-12-29,2025-12-29,Delivered
PO0007233,SUP0023,WH001,2025-04-29,2025-05-08,2025-05-11,Delivered
PO0007234,SUP0029,WH004,2025-08-28,2025-09-02,2025-09-02,Delivered
PO0007235,SUP0068,WH001,2025-01-14,2025-01-22,2025-01-23,Delivered
PO0007236,SUP0086,WH007,2026-07-29,2026-08-06,2026-08-06,Delivered
PO0007237,SUP0082,WH007,2026-07-11,2026-07-23,2026-07-23,Delivered
PO0007238,SUP0040,WH008,2026-01-09,2026-01-16,2026-01-18,Delivered
PO0007239,SUP0021,WH003,2026-06-10,2026-06-17,2026-06-17,Delivered
PO0007240,SUP0031,WH003,2025-09-06,2025-09-08,2025-09-08,Delivered
PO0007241,SUP0069,WH008,2025-03-31,2025-04-03,2025-04-03,Delivered
PO0007242,SUP0055,WH008,2025-02-20,2025-02-25,2025-02-25,Delivered
PO0007243,SUP0020,WH003,2025-03-10,2025-03-12,2025-03-14,Delivered
PO0007244,SUP0088,WH007,2026-04-22,2026-04-26,2026-04-28,Delivered
PO0007245,SUP0015,WH005,2026-07-28,2026-08-01,2026-08-02,Delivered
PO0007246,SUP0019,WH001,2026-08-09,2026-08-21,2026-08-22,Delivered
PO0007247,SUP0039,WH009,2026-04-05,2026-04-18,2026-04-18,Delivered
PO0007248,SUP0053,WH007,2025-08-09,2025-08-19,2025-08-19,Delivered
PO0007249,SUP0016,WH003,2026-07-22,2026-07-29,2026-07-29,Delivered
PO0007250,SUP0096,WH001,2026-03-06,2026-03-18,2026-03-18,Delivered
PO0007251,SUP0018,WH004,2025-09-07,2025-09-17,2025-09-18,Delivered
PO0007252,SUP0048,WH002,2025-06-24,2025-06-28,2025-07-01,Delivered
PO0007253,SUP0098,WH004,2025-01-18,2025-01-30,2025-01-30,Delivered
PO0007254,SUP0071,WH002,2025-05-26,2025-06-07,2025-06-12,Delivered
PO0007255,SUP0069,WH007,2026-02-25,2026-03-01,2026-03-01,Delivered
PO0007256,SUP0022,WH001,2026-05-13,2026-05-25,2026-05-26,Delivered
PO0007257,SUP0081,WH003,2025-11-14,2025-11-26,2025-11-26,Delivered
PO0007258,SUP0006,WH003,2026-03-03,2026-03-17,2026-03-22,Delivered
PO0007259,SUP0030,WH008,2026-05-16,2026-05-20,2026-05-20,Delivered
PO0007260,SUP0066,WH010,2025-10-23,2025-10-25,2025-10-27,Delivered
PO0007261,SUP0089,WH001,2026-06-21,2026-07-05,2026-07-05,Delivered
PO0007262,SUP0001,WH005,2026-05-22,2026-06-03,2026-06-11,Delivered
PO0007263,SUP0020,WH007,2025-06-15,2025-06-18,2025-06-18,Delivered
PO0007264,SUP0063,WH004,2026-07-10,2026-07-23,2026-07-23,Delivered
PO0007265,SUP0045,WH007,2025-04-12,2025-04-18,2025-04-18,Delivered
PO0007266,SUP0092,WH003,2025-02-08,2025-02-10,2025-02-11,Delivered
PO0007267,SUP0099,WH008,2025-07-05,2025-07-10,2025-07-10,Cancelled
PO0007268,SUP0068,WH008,2026-02-17,2026-02-24,2026-02-24,Delivered
PO0007269,SUP0090,WH008,2025-06-08,2025-06-15,2025-06-15,Delivered
PO0007270,SUP0014,WH002,2026-06-13,2026-06-19,2026-06-22,Delivered
PO0007271,SUP0081,WH006,2026-03-23,2026-04-03,2026-04-08,Delivered
PO0007272,SUP0068,WH006,2026-02-10,2026-02-20,2026-02-21,Delivered
PO0007273,SUP0080,WH002,2026-05-05,2026-05-14,2026-05-14,Delivered
PO0007274,SUP0040,WH001,2026-02-10,2026-02-12,2026-02-14,Delivered
PO0007275,SUP0081,WH003,2025-11-26,2025-12-09,2025-12-10,Delivered
PO0007276,SUP0033,WH005,2026-05-05,2026-05-11,2026-05-12,Delivered
PO0007277,SUP0044,WH002,2026-01-17,2026-01-24,2026-01-26,Delivered
PO0007278,SUP0075,WH009,2025-08-23,2025-08-29,2025-08-29,Delivered
PO0007279,SUP0064,WH006,2025-03-30,2025-04-01,2025-04-01,Delivered
PO0007280,SUP0094,WH002,2025-11-28,2025-12-12,2025-12-12,Delivered
PO0007281,SUP0052,WH002,2026-03-02,2026-03-10,2026-03-10,Delivered
PO0007282,SUP0068,WH006,2025-11-02,2025-11-07,2025-11-07,Delivered
PO0007283,SUP0071,WH005,2025-04-09,2025-04-13,2025-04-13,Delivered
PO0007284,SUP0042,WH008,2026-08-09,2026-08-21,2026-08-22,Delivered
PO0007285,SUP0007,WH009,2026-06-16,2026-06-26,2026-06-26,Delivered
PO0007286,SUP0040,WH006,2025-09-25,2025-10-02,2025-10-05,Delivered
PO0007287,SUP0037,WH006,2025-04-13,2025-04-16,2025-04-21,Delivered
PO0007288,SUP0032,WH007,2026-05-23,2026-06-05,2026-06-05,Delivered
PO0007289,SUP0087,WH002,2025-12-19,2025-12-24,2025-12-26,Delivered
PO0007290,SUP0021,WH008,2026-08-24,2026-09-03,,In Transit
PO0007291,SUP0097,WH005,2026-04-16,2026-04-23,2026-04-24,Delivered
PO0007292,SUP0048,WH010,2025-04-03,2025-04-11,2025-04-11,Delivered
PO0007293,SUP0033,WH002,2025-08-16,2025-08-29,2025-09-01,Delivered
PO0007294,SUP0066,WH004,2025-05-09,2025-05-13,2025-05-13,Delivered
PO0007295,SUP0093,WH005,2026-06-28,2026-07-06,2026-07-06,Delivered
PO0007296,SUP0055,WH004,2026-06-08,2026-06-17,2026-06-22,Delivered
PO0007297,SUP0075,WH001,2026-02-15,2026-02-20,2026-02-20,Delivered
PO0007298,SUP0024,WH002,2026-07-09,2026-07-13,2026-07-13,Delivered
PO0007299,SUP0076,WH005,2025-12-18,2025-12-20,2025-12-21,Delivered
PO0007300,SUP0065,WH005,2025-02-22,2025-03-02,2025-03-03,Delivered
PO0007301,SUP0045,WH002,2026-03-12,2026-03-26,2026-03-26,Delivered
PO0007302,SUP0009,WH005,2025-01-15,2025-01-23,2025-01-26,Delivered
PO0007303,SUP0079,WH010,2025-12-21,2025-12-27,2025-12-30,Delivered
PO0007304,SUP0010,WH002,2025-10-11,2025-10-24,2025-10-24,Delivered
PO0007305,SUP0017,WH004,2025-08-31,2025-09-06,2025-09-09,Delivered
PO0007306,SUP0029,WH007,2026-01-28,2026-02-02,2026-02-03,Delivered
PO0007307,SUP0092,WH006,2025-07-27,2025-08-01,2025-08-02,Delivered
PO0007308,SUP0077,WH003,2025-06-29,2025-07-07,2025-07-12,Delivered
PO0007309,SUP0003,WH010,2025-07-03,2025-07-05,2025-07-10,Delivered
PO0007310,SUP0015,WH002,2025-06-23,2025-07-02,2025-07-05,Delivered
PO0007311,SUP0049,WH005,2025-09-25,2025-10-07,2025-10-07,Delivered
PO0007312,SUP0044,WH001,2025-02-21,2025-03-05,2025-03-05,Cancelled
PO0007313,SUP0004,WH002,2025-04-01,2025-04-13,2025-04-16,Delivered
PO0007314,SUP0023,WH002,2025-06-15,2025-06-24,2025-06-24,Delivered
PO0007315,SUP0029,WH001,2025-11-30,2025-12-02,2025-12-02,Delivered
PO0007316,SUP0047,WH001,2025-02-09,2025-02-16,2025-02-18,Delivered
PO0007317,SUP0011,WH002,2025-08-28,2025-08-31,2025-09-05,Delivered
PO0007318,SUP0025,WH004,2025-06-02,2025-06-07,2025-06-07,Delivered
PO0007319,SUP0068,WH005,2026-02-22,2026-03-05,2026-03-05,Cancelled
PO0007320,SUP0063,WH005,2026-05-23,2026-06-06,2026-06-06,Delivered
PO0007321,SUP0075,WH007,2025-07-25,2025-07-30,2025-07-30,Delivered
PO0007322,SUP0020,WH007,2026-05-03,2026-05-05,2026-05-05,Delivered
PO0007323,SUP0068,WH006,2025-09-30,2025-10-04,2025-10-05,Delivered
PO0007324,SUP0097,WH005,2026-01-01,2026-01-13,2026-01-13,Delivered
PO0007325,SUP0039,WH002,2026-04-14,2026-04-27,2026-04-27,Delivered
PO0007326,SUP0019,WH005,2025-03-30,2025-04-09,2025-04-09,Delivered
PO0007327,SUP0026,WH009,2025-05-07,2025-05-13,2025-05-13,Delivered
PO0007328,SUP0058,WH006,2025-12-30,2026-01-02,2026-01-02,Delivered
PO0007329,SUP0081,WH010,2025-09-11,2025-09-23,2025-09-23,Delivered
PO0007330,SUP0034,WH007,2026-01-22,2026-01-30,2026-01-30,Delivered
PO0007331,SUP0039,WH001,2026-02-19,2026-03-03,2026-03-03,Delivered
PO0007332,SUP0049,WH004,2025-04-09,2025-04-15,2025-04-18,Delivered
PO0007333,SUP0005,WH004,2025-10-07,2025-10-15,2025-10-15,Delivered
PO0007334,SUP0047,WH002,2026-02-14,2026-02-28,2026-02-28,Delivered
PO0007335,SUP0038,WH002,2026-02-11,2026-02-24,2026-02-26,Delivered
PO0007336,SUP0069,WH007,2025-02-23,2025-03-09,2025-03-14,Delivered
PO0007337,SUP0051,WH001,2025-07-31,2025-08-02,2025-08-02,Delivered
PO0007338,SUP0048,WH006,2025-09-08,2025-09-10,2025-09-12,Delivered
PO0007339,SUP0069,WH005,2025-11-06,2025-11-17,2025-11-17,Cancelled
PO0007340,SUP0009,WH002,2025-04-16,2025-04-24,2025-04-24,Delivered
PO0007341,SUP0098,WH009,2025-10-16,2025-10-30,2025-11-02,Delivered
PO0007342,SUP0036,WH002,2025-12-10,2025-12-24,2025-12-24,Delivered
PO0007343,SUP0052,WH003,2025-03-22,2025-03-25,2025-03-25,Delivered
PO0007344,SUP0018,WH006,2025-11-24,2025-12-05,2025-12-06,Delivered
PO0007345,SUP0033,WH001,2026-07-18,2026-08-01,2026-08-04,Delivered
PO0007346,SUP0050,WH006,2025-06-18,2025-06-23,2025-06-25,Delivered
PO0007347,SUP0092,WH009,2025-08-30,2025-09-05,2025-09-13,Delivered
PO0007348,SUP0069,WH001,2025-02-24,2025-02-28,2025-03-03,Delivered
PO0007349,SUP0039,WH008,2025-02-25,2025-03-08,2025-03-08,Delivered
PO0007350,SUP0008,WH010,2025-03-31,2025-04-05,2025-04-05,Delivered
PO0007351,SUP0017,WH007,2025-10-20,2025-10-27,2025-10-28,Delivered
PO0007352,SUP0087,WH008,2025-01-19,2025-01-31,2025-01-31,Delivered
PO0007353,SUP0026,WH010,2025-11-13,2025-11-22,2025-11-24,Delivered
PO0007354,SUP0015,WH010,2026-06-08,2026-06-11,2026-06-12,Delivered
PO0007355,SUP0052,WH004,2025-01-23,2025-01-28,2025-01-28,Delivered
PO0007356,SUP0031,WH002,2025-02-26,2025-02-28,2025-02-28,Delivered
PO0007357,SUP0092,WH010,2025-10-29,2025-11-12,2025-11-15,Delivered
PO0007358,SUP0077,WH007,2026-03-25,2026-04-06,2026-04-06,Delivered
PO0007359,SUP0075,WH005,2025-04-05,2025-04-14,2025-04-19,Delivered
PO0007360,SUP0093,WH007,2026-08-11,2026-08-15,2026-08-15,Delivered
PO0007361,SUP0071,WH003,2025-11-04,2025-11-10,2025-11-10,Delivered
PO0007362,SUP0038,WH005,2026-07-06,2026-07-12,2026-07-14,Delivered
PO0007363,SUP0048,WH002,2026-08-17,2026-08-19,2026-08-19,Delivered
PO0007364,SUP0025,WH006,2026-07-26,2026-08-03,2026-08-03,Delivered
PO0007365,SUP0023,WH010,2025-09-04,2025-09-16,2025-09-17,Delivered
PO0007366,SUP0035,WH007,2025-05-10,2025-05-14,2025-05-14,Delivered
PO0007367,SUP0028,WH004,2026-02-15,2026-02-22,2026-02-25,Delivered
PO0007368,SUP0009,WH008,2026-05-27,2026-06-08,2026-06-10,Delivered
PO0007369,SUP0073,WH007,2026-01-25,2026-02-03,2026-02-04,Delivered
PO0007370,SUP0011,WH010,2025-08-31,2025-09-11,2025-09-13,Delivered
